Sc_Agreeableness,Sc_Conscientiousness,Sc_Extraversion,Sc_Narcissism,Sc_Neuroticism,Sc_Openness,Sc_SensationSeeking,Student_ID,Gender,Fakultas,Program_Studi,Angkatan,Klaster,Profile_Name,Kategori_Risiko
62.7,53.2,68.1,46.7,38.0,58.3,50.2,ST0664,Laki-laki,FEB,Manajemen,2023,1,The Resilient & Adaptive,Baseline / Normatif
31.8,45.2,28.9,48.7,60.9,55.6,46.7,ST0665,Laki-laki,FKS,Administrasi Bisnis,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
28.1,43.7,31.1,43.4,73.7,39.4,45.7,ST0666,Perempuan,FRI,Sistem Informasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
48.0,48.2,35.6,41.7,70.3,53.5,42.4,ST0667,Laki-laki,FIF,Data Sains,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
70.7,58.0,58.2,48.5,43.8,56.1,43.6,ST0668,Perempuan,FIF,Sistem Komputer,2022,1,The Resilient & Adaptive,Baseline / Normatif
68.8,52.6,53.5,46.4,32.8,64.3,47.4,ST0669,Laki-laki,FTE,Teknik Elektro,2022,1,The Resilient & Adaptive,Baseline / Normatif
42.6,35.0,64.7,54.7,52.5,60.7,64.5,ST0671,Laki-laki,FEB,Akuntansi,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
75.9,48.1,55.3,41.8,48.8,46.5,39.0,ST0672,Laki-laki,FIF,Informatika,2023,1,The Resilient & Adaptive,Baseline / Normatif
45.5,31.8,64.0,42.7,64.3,51.7,71.5,ST0673,Laki-laki,FTE,Teknik Telekomunikasi,2021,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
75.2,56.0,64.2,63.9,49.9,66.7,56.5,ST0675,Laki-laki,FKS,Administrasi Bisnis,2024,1,The Resilient & Adaptive,Baseline / Normatif
29.9,57.2,32.3,42.9,63.8,48.9,50.9,ST0676,Perempuan,FEB,Akuntansi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
47.6,48.5,40.1,30.4,68.3,52.4,57.3,ST0677,Laki-laki,FTE,Teknik Elektro,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
60.8,46.4,70.8,45.1,38.3,53.4,42.5,ST0678,Perempuan,FTE,Teknik Elektro,2024,1,The Resilient & Adaptive,Baseline / Normatif
43.9,41.2,34.6,44.5,71.7,48.9,42.5,ST0679,Perempuan,FKS,Administrasi Bisnis,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
46.5,34.6,62.6,59.4,53.5,55.5,69.4,ST0680,Laki-laki,FKS,Administrasi Bisnis,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
60.8,53.9,73.8,56.9,40.6,61.0,55.5,ST0682,Laki-laki,FRI,Teknik Logistik,2022,1,The Resilient & Adaptive,Baseline / Normatif
53.7,67.4,55.7,41.1,40.8,49.5,43.6,ST0683,Perempuan,FRI,Teknik Logistik,2021,1,The Resilient & Adaptive,Baseline / Normatif
48.4,81.8,45.9,61.1,51.4,57.9,37.5,ST0684,Laki-laki,FTE,Teknik Elektro,2021,1,The Resilient & Adaptive,Baseline / Normatif
38.1,45.4,27.2,47.7,54.5,51.3,45.9,ST0685,Laki-laki,FKS,Administrasi Bisnis,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
50.5,58.6,53.0,56.5,25.7,62.0,39.2,ST0686,Laki-laki,FEB,Akuntansi,2024,1,The Resilient & Adaptive,Baseline / Normatif
37.2,43.4,41.3,54.6,76.0,54.3,49.7,ST0687,Perempuan,FRI,Teknik Industri,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
34.7,55.0,41.7,36.4,67.5,39.4,43.8,ST0688,Laki-laki,FTE,Teknik Telekomunikasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
37.0,40.0,24.6,58.4,70.7,48.8,53.9,ST0689,Laki-laki,FIF,Data Sains,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
34.3,44.1,21.9,47.6,71.5,60.2,34.0,ST0690,Laki-laki,FTE,Teknik Elektro,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
64.5,64.8,56.7,39.1,46.7,67.0,46.6,ST0691,Laki-laki,FRI,Teknik Logistik,2022,1,The Resilient & Adaptive,Baseline / Normatif
56.7,29.2,74.3,70.7,44.4,55.1,66.9,ST0692,Perempuan,FEB,Akuntansi,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
55.6,72.7,49.1,51.8,39.3,62.0,49.4,ST0693,Laki-laki,FRI,Teknik Industri,2022,1,The Resilient & Adaptive,Baseline / Normatif
77.5,48.2,61.8,54.1,44.0,55.8,51.1,ST0694,Perempuan,FIF,Data Sains,2023,1,The Resilient & Adaptive,Baseline / Normatif
73.5,64.3,50.0,41.5,47.2,73.0,56.8,ST0695,Perempuan,FEB,Akuntansi,2022,1,The Resilient & Adaptive,Baseline / Normatif
68.8,50.2,65.5,46.8,46.9,57.6,43.2,ST0696,Perempuan,FIF,Informatika,2021,1,The Resilient & Adaptive,Baseline / Normatif
75.0,49.6,58.4,54.5,40.5,48.6,58.1,ST0697,Laki-laki,FEB,Akuntansi,2024,1,The Resilient & Adaptive,Baseline / Normatif
55.8,54.9,72.1,71.8,42.2,52.7,74.2,ST0698,Perempuan,FTE,Teknik Elektro,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
48.8,69.7,54.6,59.9,32.8,63.2,43.9,ST0699,Perempuan,FTE,Teknik Elektro,2022,1,The Resilient & Adaptive,Baseline / Normatif
70.9,45.1,49.8,38.0,51.0,52.3,38.7,ST0702,Laki-laki,FTE,Teknik Telekomunikasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
48.2,32.3,60.3,65.2,37.4,56.0,59.5,ST0703,Laki-laki,FRI,Teknik Logistik,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
68.1,42.8,64.8,61.7,43.9,67.8,55.6,ST0704,Laki-laki,FRI,Teknik Logistik,2022,1,The Resilient & Adaptive,Baseline / Normatif
57.0,63.2,51.3,59.0,31.1,42.3,37.7,ST0705,Laki-laki,FEB,Manajemen,2024,1,The Resilient & Adaptive,Baseline / Normatif
57.4,69.7,64.6,61.4,33.8,66.2,39.3,ST0706,Perempuan,FKS,Ilmu Komunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
49.9,41.3,54.8,58.1,56.5,58.4,71.3,ST0707,Perempuan,FTE,Teknik Telekomunikasi,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
63.3,50.2,54.9,40.9,36.3,59.5,30.6,ST0708,Laki-laki,FRI,Sistem Informasi,2021,1,The Resilient & Adaptive,Baseline / Normatif
34.0,81.1,59.9,59.6,28.3,49.3,31.1,ST0710,Perempuan,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
59.9,70.8,51.3,32.2,41.3,46.7,39.8,ST0714,Laki-laki,FIF,Informatika,2024,1,The Resilient & Adaptive,Baseline / Normatif
77.3,62.2,48.3,30.0,33.1,58.5,43.3,ST0716,Laki-laki,FTE,Teknik Telekomunikasi,2021,1,The Resilient & Adaptive,Baseline / Normatif
73.2,51.7,50.3,47.4,31.5,60.1,27.6,ST0719,Perempuan,FIF,Data Sains,2023,1,The Resilient & Adaptive,Baseline / Normatif
46.7,40.0,87.6,56.5,39.6,50.6,69.4,ST0720,Laki-laki,FRI,Teknik Logistik,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
70.4,46.0,53.3,53.0,41.4,58.2,56.3,ST0721,Perempuan,FIF,Informatika,2021,1,The Resilient & Adaptive,Baseline / Normatif
50.4,38.1,65.3,75.6,50.0,54.1,61.4,ST0723,Laki-laki,FRI,Teknik Logistik,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
65.8,62.2,48.7,54.8,36.1,56.3,39.9,ST0724,Laki-laki,FKS,Ilmu Komunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
51.9,40.3,66.7,60.9,50.0,43.6,62.0,ST0725,Laki-laki,FEB,Akuntansi,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
45.9,38.0,69.4,69.5,45.2,40.1,69.2,ST0726,Laki-laki,FKS,Administrasi Bisnis,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
36.0,48.5,42.4,45.8,64.4,49.4,68.9,ST0727,Laki-laki,FRI,Teknik Industri,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
59.0,52.3,42.4,54.3,43.5,59.9,50.4,ST0728,Perempuan,FTE,Teknik Telekomunikasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
58.9,57.4,49.0,44.5,42.6,58.4,37.1,ST0729,Perempuan,FRI,Teknik Industri,2023,1,The Resilient & Adaptive,Baseline / Normatif
39.4,43.5,34.0,43.6,68.0,55.3,46.6,ST0730,Perempuan,FEB,Manajemen,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
43.1,84.6,38.6,39.5,30.5,62.5,36.4,ST0731,Perempuan,FEB,Manajemen,2022,1,The Resilient & Adaptive,Baseline / Normatif
30.2,31.7,37.8,33.1,68.8,51.7,49.7,ST0732,Perempuan,FEB,Akuntansi,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
67.2,47.7,62.8,40.4,43.7,64.9,38.0,ST0734,Laki-laki,FEB,Manajemen,2023,1,The Resilient & Adaptive,Baseline / Normatif
51.5,68.6,53.5,63.3,25.9,63.1,21.3,ST0735,Perempuan,FIF,Sistem Komputer,2023,1,The Resilient & Adaptive,Baseline / Normatif
36.5,39.2,36.0,55.2,75.1,59.3,46.5,ST0736,Laki-laki,FEB,Akuntansi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
25.8,55.4,28.6,32.6,70.4,41.1,32.8,ST0737,Perempuan,FTE,Teknik Telekomunikasi,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
51.5,70.0,50.8,66.4,26.5,58.6,42.9,ST0738,Perempuan,FTE,Teknik Telekomunikasi,2021,1,The Resilient & Adaptive,Baseline / Normatif
71.9,66.4,57.6,42.3,49.1,51.0,34.8,ST0739,Laki-laki,FEB,Manajemen,2022,1,The Resilient & Adaptive,Baseline / Normatif
70.1,67.0,59.8,58.8,41.5,66.9,47.9,ST0740,Laki-laki,FEB,Manajemen,2022,1,The Resilient & Adaptive,Baseline / Normatif
28.6,50.1,39.7,39.7,71.3,50.2,45.2,ST0741,Laki-laki,FEB,Akuntansi,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
70.8,45.5,54.0,47.9,34.1,57.6,48.2,ST0742,Perempuan,FIF,Data Sains,2022,1,The Resilient & Adaptive,Baseline / Normatif
64.7,76.1,52.6,62.3,25.6,57.7,38.8,ST0743,Perempuan,FKS,Administrasi Bisnis,2022,1,The Resilient & Adaptive,Baseline / Normatif
53.9,48.0,63.6,72.8,44.4,59.4,50.1,ST0745,Laki-laki,FRI,Teknik Logistik,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
48.6,80.7,54.2,59.1,33.9,60.1,50.7,ST0747,Perempuan,FEB,Manajemen,2022,1,The Resilient & Adaptive,Baseline / Normatif
41.4,48.6,68.2,67.4,46.1,52.0,67.3,ST0748,Perempuan,FRI,Sistem Informasi,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
71.7,53.0,56.5,49.9,37.3,52.3,54.1,ST0749,Perempuan,FIF,Sistem Komputer,2021,1,The Resilient & Adaptive,Baseline / Normatif
74.0,56.6,70.0,44.7,36.9,69.4,53.9,ST0750,Laki-laki,FEB,Manajemen,2024,1,The Resilient & Adaptive,Baseline / Normatif
67.3,73.8,55.9,48.1,38.3,43.1,43.1,ST0751,Laki-laki,FRI,Teknik Industri,2024,1,The Resilient & Adaptive,Baseline / Normatif
40.7,79.0,50.1,68.4,37.2,53.5,20.0,ST0752,Laki-laki,FEB,Manajemen,2024,1,The Resilient & Adaptive,Baseline / Normatif
59.0,73.2,60.9,60.5,47.3,64.9,43.5,ST0754,Laki-laki,FEB,Akuntansi,2021,1,The Resilient & Adaptive,Baseline / Normatif
40.3,49.0,34.6,27.9,68.7,44.4,36.1,ST0755,Laki-laki,FIF,Informatika,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
73.7,60.3,57.2,37.3,38.9,66.9,54.2,ST0757,Perempuan,FTE,Teknik Telekomunikasi,2021,1,The Resilient & Adaptive,Baseline / Normatif
57.2,63.2,50.9,52.1,37.5,61.4,36.6,ST0758,Laki-laki,FRI,Sistem Informasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
31.2,52.6,43.4,55.8,63.9,53.7,46.3,ST0759,Laki-laki,FKS,Ilmu Komunikasi,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
68.1,56.4,51.4,37.9,27.2,61.8,43.4,ST0760,Laki-laki,FRI,Teknik Logistik,2023,1,The Resilient & Adaptive,Baseline / Normatif
60.9,66.3,62.3,38.1,48.7,57.2,44.2,ST0762,Laki-laki,FRI,Teknik Industri,2024,1,The Resilient & Adaptive,Baseline / Normatif
69.0,49.3,57.3,49.7,26.2,62.6,41.1,ST0764,Perempuan,FEB,Manajemen,2023,1,The Resilient & Adaptive,Baseline / Normatif
60.4,67.4,54.9,44.3,47.7,55.3,36.8,ST0765,Perempuan,FIF,Informatika,2022,1,The Resilient & Adaptive,Baseline / Normatif
66.8,56.2,54.9,54.9,37.8,59.3,47.1,ST0766,Perempuan,FKS,Ilmu Komunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
61.1,56.9,51.3,42.7,28.0,55.5,44.3,ST0767,Perempuan,FTE,Teknik Elektro,2022,1,The Resilient & Adaptive,Baseline / Normatif
32.2,37.4,35.6,32.1,65.2,50.8,58.2,ST0768,Laki-laki,FKS,Administrasi Bisnis,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
46.3,49.8,61.2,80.7,45.9,45.6,75.6,ST0770,Laki-laki,FKS,Ilmu Komunikasi,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
70.8,46.8,60.3,44.5,52.1,56.5,38.4,ST0771,Laki-laki,FKS,Administrasi Bisnis,2024,1,The Resilient & Adaptive,Baseline / Normatif
51.5,38.7,60.1,60.9,35.9,73.3,52.6,ST0772,Laki-laki,FTE,Teknik Elektro,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
49.8,72.2,61.4,60.6,36.8,53.9,49.4,ST0773,Laki-laki,FTE,Teknik Telekomunikasi,2021,1,The Resilient & Adaptive,Baseline / Normatif
40.7,40.7,67.1,72.5,48.8,53.8,60.4,ST0774,Laki-laki,FRI,Sistem Informasi,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
72.2,55.9,62.6,53.3,25.7,49.0,57.8,ST0775,Laki-laki,FEB,Manajemen,2023,1,The Resilient & Adaptive,Baseline / Normatif
66.9,57.1,61.0,52.5,26.5,49.5,36.1,ST0776,Laki-laki,FRI,Teknik Industri,2021,1,The Resilient & Adaptive,Baseline / Normatif
47.9,47.2,68.7,66.6,54.8,61.7,70.5,ST0777,Perempuan,FRI,Sistem Informasi,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
23.0,41.9,39.6,47.5,66.4,38.6,49.1,ST0778,Perempuan,FTE,Teknik Telekomunikasi,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
45.5,73.9,58.9,57.2,48.4,57.4,24.1,ST0780,Perempuan,FEB,Akuntansi,2021,1,The Resilient & Adaptive,Baseline / Normatif
75.9,61.6,62.6,52.9,41.1,59.4,51.0,ST0781,Perempuan,FKS,Administrasi Bisnis,2022,1,The Resilient & Adaptive,Baseline / Normatif
71.7,58.7,59.9,49.2,30.6,62.4,44.0,ST0782,Perempuan,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
41.3,49.8,52.4,45.6,55.1,60.5,28.3,ST0783,Laki-laki,FTE,Teknik Elektro,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
55.7,59.4,62.0,52.2,36.9,68.1,57.5,ST0784,Perempuan,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
20.0,55.2,41.7,56.6,77.1,50.7,50.9,ST0785,Laki-laki,FTE,Teknik Telekomunikasi,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
40.6,48.9,37.6,43.2,72.5,53.7,38.4,ST0786,Perempuan,FKS,Administrasi Bisnis,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
67.7,55.6,69.2,35.6,44.3,60.1,42.7,ST0787,Laki-laki,FTE,Teknik Telekomunikasi,2021,1,The Resilient & Adaptive,Baseline / Normatif
52.2,74.9,46.5,55.9,27.3,61.4,46.8,ST0789,Laki-laki,FTE,Teknik Elektro,2022,1,The Resilient & Adaptive,Baseline / Normatif
77.5,48.1,54.3,45.8,36.0,45.5,54.0,ST0791,Perempuan,FRI,Teknik Logistik,2024,1,The Resilient & Adaptive,Baseline / Normatif
44.7,50.1,61.9,68.3,44.7,47.7,77.3,ST0792,Laki-laki,FEB,Manajemen,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
66.8,62.2,61.4,38.4,23.8,68.0,46.6,ST0793,Perempuan,FIF,Informatika,2024,1,The Resilient & Adaptive,Baseline / Normatif
75.7,60.1,54.7,40.8,37.3,47.1,52.5,ST0796,Perempuan,FTE,Teknik Elektro,2023,1,The Resilient & Adaptive,Baseline / Normatif
31.7,54.2,33.9,44.5,57.1,40.5,46.1,ST0797,Laki-laki,FTE,Teknik Telekomunikasi,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
43.4,81.1,46.1,50.5,42.2,48.3,37.4,ST0800,Perempuan,FKS,Administrasi Bisnis,2024,1,The Resilient & Adaptive,Baseline / Normatif
76.4,58.8,56.9,36.1,36.1,56.0,39.6,ST0801,Laki-laki,FKS,Ilmu Komunikasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
50.0,78.2,58.5,55.7,30.8,52.9,50.0,ST0802,Laki-laki,FTE,Teknik Telekomunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
65.2,70.9,65.2,44.9,35.7,53.4,30.5,ST0803,Laki-laki,FTE,Teknik Telekomunikasi,2021,1,The Resilient & Adaptive,Baseline / Normatif
44.3,68.3,42.9,66.0,31.1,45.2,38.2,ST0805,Laki-laki,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
47.2,47.1,31.9,47.5,75.2,48.2,45.4,ST0806,Perempuan,FTE,Teknik Telekomunikasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
63.1,58.3,49.1,60.2,39.6,41.8,44.2,ST0807,Laki-laki,FIF,Informatika,2022,1,The Resilient & Adaptive,Baseline / Normatif
71.9,74.4,55.7,45.9,41.1,49.4,55.4,ST0809,Perempuan,FRI,Teknik Logistik,2022,1,The Resilient & Adaptive,Baseline / Normatif
82.4,50.5,54.6,63.8,32.5,67.5,29.8,ST0812,Laki-laki,FRI,Teknik Industri,2023,1,The Resilient & Adaptive,Baseline / Normatif
63.4,60.4,43.5,62.4,43.9,65.2,38.6,ST0813,Perempuan,FRI,Sistem Informasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
63.5,67.2,56.7,49.7,38.6,77.8,35.3,ST0815,Laki-laki,FIF,Data Sains,2022,1,The Resilient & Adaptive,Baseline / Normatif
53.8,81.8,43.6,51.4,42.0,59.9,42.5,ST0816,Perempuan,FTE,Teknik Elektro,2021,1,The Resilient & Adaptive,Baseline / Normatif
37.9,40.6,35.7,38.5,65.7,53.3,36.4,ST0817,Perempuan,FTE,Teknik Telekomunikasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
29.3,32.5,38.9,46.0,63.9,59.8,44.4,ST0818,Laki-laki,FKS,Administrasi Bisnis,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
53.2,38.4,69.4,66.7,48.2,45.6,68.5,ST0821,Laki-laki,FTE,Teknik Elektro,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
38.8,45.5,39.9,37.4,81.9,45.4,43.0,ST0823,Perempuan,FEB,Akuntansi,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
63.9,47.8,54.7,60.0,43.8,53.6,45.3,ST0824,Laki-laki,FKS,Ilmu Komunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
68.8,68.0,57.0,50.9,27.1,65.1,36.7,ST0825,Laki-laki,FIF,Informatika,2023,1,The Resilient & Adaptive,Baseline / Normatif
65.8,42.1,58.3,52.3,45.4,64.8,55.6,ST0826,Perempuan,FTE,Teknik Elektro,2022,1,The Resilient & Adaptive,Baseline / Normatif
45.2,46.7,35.4,40.7,62.6,49.9,39.2,ST0827,Laki-laki,FKS,Ilmu Komunikasi,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
34.2,39.0,43.6,41.3,66.3,50.7,44.0,ST0828,Perempuan,FKS,Ilmu Komunikasi,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
66.7,54.9,51.1,48.7,41.6,58.5,47.9,ST0829,Perempuan,FIF,Data Sains,2022,1,The Resilient & Adaptive,Baseline / Normatif
62.2,57.6,66.8,46.7,44.4,49.0,46.4,ST0831,Laki-laki,FEB,Akuntansi,2021,1,The Resilient & Adaptive,Baseline / Normatif
65.1,49.9,65.9,50.2,43.0,50.2,51.6,ST0833,Laki-laki,FKS,Ilmu Komunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
62.9,72.7,49.2,54.6,29.1,65.9,30.6,ST0834,Laki-laki,FIF,Informatika,2023,1,The Resilient & Adaptive,Baseline / Normatif
63.8,51.2,57.6,38.8,50.8,60.8,40.6,ST0835,Perempuan,FRI,Teknik Industri,2023,1,The Resilient & Adaptive,Baseline / Normatif
66.2,61.3,51.7,39.6,28.6,55.4,45.9,ST0837,Laki-laki,FEB,Manajemen,2023,1,The Resilient & Adaptive,Baseline / Normatif
68.9,54.7,59.6,34.2,38.0,65.3,51.9,ST0838,Perempuan,FRI,Teknik Logistik,2023,1,The Resilient & Adaptive,Baseline / Normatif
49.6,68.8,42.0,37.5,37.3,60.6,44.3,ST0839,Laki-laki,FEB,Manajemen,2023,1,The Resilient & Adaptive,Baseline / Normatif
74.0,52.0,58.4,40.2,30.0,67.9,37.0,ST0840,Perempuan,FEB,Akuntansi,2022,1,The Resilient & Adaptive,Baseline / Normatif
47.4,85.9,53.2,49.0,38.9,58.1,27.7,ST0841,Laki-laki,FTE,Teknik Elektro,2024,1,The Resilient & Adaptive,Baseline / Normatif
63.0,61.4,63.5,46.6,44.6,50.9,49.2,ST0842,Laki-laki,FEB,Akuntansi,2023,1,The Resilient & Adaptive,Baseline / Normatif
65.4,62.8,70.4,51.7,34.7,65.2,50.8,ST0843,Perempuan,FTE,Teknik Elektro,2022,1,The Resilient & Adaptive,Baseline / Normatif
56.6,49.5,76.4,64.4,46.2,52.0,71.7,ST0844,Perempuan,FIF,Informatika,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
46.3,41.5,60.1,76.8,52.8,56.3,62.9,ST0848,Laki-laki,FEB,Manajemen,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
52.5,64.3,59.8,48.2,37.3,47.5,32.1,ST0849,Perempuan,FTE,Teknik Elektro,2023,1,The Resilient & Adaptive,Baseline / Normatif
50.6,84.1,54.2,64.7,24.8,43.9,37.1,ST0850,Perempuan,FEB,Akuntansi,2022,1,The Resilient & Adaptive,Baseline / Normatif
56.3,58.4,61.7,49.4,36.4,65.4,36.5,ST0851,Laki-laki,FIF,Data Sains,2023,1,The Resilient & Adaptive,Baseline / Normatif
68.9,48.9,59.9,32.8,39.8,58.6,50.5,ST0852,Perempuan,FKS,Ilmu Komunikasi,2021,1,The Resilient & Adaptive,Baseline / Normatif
54.3,33.6,60.5,60.9,52.2,37.4,77.8,ST0853,Laki-laki,FIF,Informatika,2021,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
57.8,78.8,61.5,63.9,42.8,69.1,43.2,ST0854,Perempuan,FIF,Data Sains,2022,1,The Resilient & Adaptive,Baseline / Normatif
60.4,83.4,55.9,48.2,31.8,50.0,36.3,ST0855,Laki-laki,FEB,Akuntansi,2022,1,The Resilient & Adaptive,Baseline / Normatif
50.9,56.7,59.1,59.2,47.1,54.1,78.1,ST0856,Perempuan,FRI,Teknik Logistik,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
58.1,65.2,56.1,31.5,34.7,69.6,49.6,ST0857,Laki-laki,FTE,Teknik Telekomunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
48.5,42.8,67.3,74.8,53.2,35.5,65.1,ST0858,Perempuan,FTE,Teknik Telekomunikasi,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
69.4,47.7,58.5,43.8,42.1,55.5,58.3,ST0859,Perempuan,FEB,Akuntansi,2024,1,The Resilient & Adaptive,Baseline / Normatif
40.6,36.0,70.1,72.3,45.7,47.6,61.3,ST0860,Laki-laki,FKS,Administrasi Bisnis,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
39.8,89.4,56.9,51.2,31.7,42.0,31.8,ST0861,Perempuan,FIF,Sistem Komputer,2023,1,The Resilient & Adaptive,Baseline / Normatif
62.2,64.3,47.7,44.0,34.3,58.0,50.6,ST0863,Laki-laki,FIF,Informatika,2023,1,The Resilient & Adaptive,Baseline / Normatif
33.6,57.3,54.0,42.1,56.0,49.0,42.3,ST0864,Laki-laki,FEB,Akuntansi,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
61.9,47.0,60.1,41.4,37.8,57.4,46.4,ST0865,Perempuan,FRI,Teknik Industri,2021,1,The Resilient & Adaptive,Baseline / Normatif
46.7,63.3,49.4,47.6,39.3,46.1,38.3,ST0867,Perempuan,FKS,Administrasi Bisnis,2024,1,The Resilient & Adaptive,Baseline / Normatif
76.3,65.2,54.8,49.0,34.4,48.5,43.9,ST0868,Perempuan,FRI,Sistem Informasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
46.1,67.2,52.4,62.2,40.9,50.7,34.0,ST0870,Laki-laki,FRI,Teknik Logistik,2022,1,The Resilient & Adaptive,Baseline / Normatif
61.9,57.8,57.6,51.9,42.2,67.1,46.4,ST0871,Laki-laki,FEB,Akuntansi,2022,1,The Resilient & Adaptive,Baseline / Normatif
43.8,71.7,47.5,53.8,34.5,59.0,43.5,ST0873,Laki-laki,FRI,Sistem Informasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
69.5,63.6,51.7,49.3,41.0,69.5,51.7,ST0874,Perempuan,FTE,Teknik Elektro,2024,1,The Resilient & Adaptive,Baseline / Normatif
31.1,22.6,34.8,34.8,78.0,44.8,32.5,ST0875,Laki-laki,FKS,Administrasi Bisnis,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
46.6,46.1,47.8,64.5,46.1,42.1,76.6,ST0878,Perempuan,FRI,Sistem Informasi,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
44.3,41.9,55.3,64.2,40.9,53.4,69.4,ST0879,Laki-laki,FTE,Teknik Elektro,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
29.7,52.8,21.1,45.4,70.1,48.9,44.4,ST0881,Perempuan,FEB,Akuntansi,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
61.6,67.0,50.2,51.2,34.9,63.0,38.3,ST0883,Laki-laki,FTE,Teknik Telekomunikasi,2021,1,The Resilient & Adaptive,Baseline / Normatif
